,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
0,Anhui,Mainland China,31.82571,117.2264,1/21/20 22:00,,,
1,Beijing,Mainland China,40.18238,116.4142,1/21/20 22:00,10.0,,
2,Chongqing,Mainland China,30.05718,107.874,1/21/20 22:00,5.0,,
3,Fujian,Mainland China,26.07783,117.9895,1/21/20 22:00,,,
4,Gansu,Mainland China,36.0611,103.8343,1/21/20 22:00,,,
5,Guangdong,Mainland China,23.33841,113.422,1/21/20 22:00,17.0,,
6,Guangxi,Mainland China,23.82908,108.7881,1/21/20 22:00,,,
7,Guizhou,Mainland China,26.81536,106.8748,1/21/20 22:00,,,
8,Hainan,Mainland China,19.19673,109.7455,1/21/20 22:00,,,
9,Hebei,Mainland China,38.0428,114.5149,1/21/20 22:00,,,
10,Heilongjiang,Mainland China,47.862,127.7622,1/21/20 22:00,,,
11,Henan,Mainland China,33.882020000000004,113.614,1/21/20 22:00,,,
12,Hubei,Mainland China,30.97564,112.2707,1/21/20 22:00,270.0,25.0,
13,Hunan,Mainland China,27.61041,111.7088,1/21/20 22:00,1.0,,
14,Inner Mongolia,Mainland China,44.09448,113.9456,1/21/20 22:00,,,
15,Jiangsu,Mainland China,32.97027,119.464,1/21/20 22:00,,,
16,Jiangxi,Mainland China,27.61401,115.7221,1/21/20 22:00,2.0,,
17,Jilin,Mainland China,43.66657,126.1917,1/21/20 22:00,,,
18,Liaoning,Mainland China,41.292840000000005,122.6086,1/21/20 22:00,,,
19,Ningxia,Mainland China,37.26923,106.1655,1/21/20 22:00,,,
20,Qinghai,Mainland China,35.65945,96.02564,1/21/20 22:00,,,
21,Shaanxi,Mainland China,35.19165,108.8701,1/21/20 22:00,,,
22,Shandong,Mainland China,36.34377,118.1529,1/21/20 22:00,1.0,,
23,Shanghai,Mainland China,31.20327,121.4554,1/21/20 22:00,9.0,,
24,Shanxi,Mainland China,37.57769,112.2922,1/21/20 22:00,,,
25,Sichuan,Mainland China,30.617140000000003,102.7103,1/21/20 22:00,2.0,,
26,Tianjin,Mainland China,39.29362,117.333,1/21/20 22:00,2.0,,
27,Tibet,Mainland China,30.1534,88.7879,1/21/20 22:00,,,
28,Xinjiang,Mainland China,41.11981,85.17822,1/21/20 22:00,,,
29,Yunnan,Mainland China,24.97411,101.4868,1/21/20 22:00,1.0,,
30,Zhejiang,Mainland China,29.18251,120.0985,1/21/20 22:00,5.0,,
31,,Thailand,13.7563,100.5018,1/21/20 22:00,2.0,,
32,,Japan,35.6762,139.6503,1/21/20 22:00,1.0,,
33,,South Korea,37.5665,126.978,1/21/20 22:00,,,
34,Taiwan,Taiwan,23.6978,120.9605,1/21/20 22:00,1.0,,
35,"Seattle, WA",US,47.7511,-120.74,1/21/20 22:00,1.0,,
36,"Chicago, IL",US,40.6331,-89.3985,1/21/20 22:00,,,
37,"Tempe, AZ",US,34.0489,-111.094,1/21/20 22:00,,,
38,Macau,Macau,22.1987,113.5439,1/21/20 22:00,,,
39,Hong Kong,Hong Kong,22.3193,114.1694,1/21/20 22:00,,,
40,,Singapore,1.3521,103.8198,1/21/20 22:00,,,
41,,Vietnam,21.0278,105.8342,1/21/20 22:00,,,
42,,France,46.2276,2.2137,1/21/20 22:00,,,
43,,Nepal,28.3949,84.124,1/21/20 22:00,,,
44,,Malaysia,4.2105,101.9758,1/21/20 22:00,,,
45,"Toronto, ON",Canada,43.6532,-79.3832,1/21/20 22:00,,,
46,British Columbia,Canada,49.2827,-123.121,1/21/20 22:00,,,
47,"Orange, CA",US,33.7879,-117.8531,1/21/20 22:00,,,
48,"Los Angeles, CA",US,34.0522,-118.2437,1/21/20 22:00,,,
49,New South Wales,Australia,-33.8688,151.2093,1/21/20 22:00,,,
50,Victoria,Australia,-37.8136,144.9631,1/21/20 22:00,,,
51,Queensland,Australia,-27.4698,153.0251,1/21/20 22:00,,,
52,,Cambodia,12.5657,104.991,1/21/20 22:00,,,
53,,Sri Lanka,7.8731,80.7718,1/21/20 22:00,,,
54,,Germany,51.1657,10.4515,1/21/20 22:00,,,
55,,Finland,61.9241,25.7482,1/21/20 22:00,,,
56,,United Arab Emirates,23.4241,53.8478,1/21/20 22:00,,,
57,,Philippines,12.8797,121.774,1/21/20 22:00,,,
58,,India,20.5937,78.9629,1/21/20 22:00,,,
59,"London, ON",Canada,42.9849,-81.2453,1/21/20 22:00,,,
60,,Italy,41.8719,12.5674,1/21/20 22:00,,,
61,,UK,55.3781,-3.4360000000000004,1/21/20 22:00,,,
62,,Russia,61.524,105.3188,1/21/20 22:00,,,
63,,Sweden,60.1282,18.6435,1/21/20 22:00,,,
64,"Santa Clara, CA",US,37.3541,-121.9552,1/21/20 22:00,,,
65,,Spain,40.4637,-3.7492,1/21/20 22:00,,,
66,South Australia,Australia,-34.9285,138.6007,1/21/20 22:00,,,
67,"Boston, MA",US,42.3601,-71.0589,1/21/20 22:00,,,
68,"San Benito, CA",US,36.5761,-120.9876,1/21/20 22:00,,,
69,,Belgium,50.5039,4.4699,1/21/20 22:00,,,
70,"Madison, WI",US,43.0731,-89.4012,1/21/20 22:00,,,
71,Diamond Princess cruise ship,Others,35.4437,129.638,1/21/20 22:00,,,
72,"San Diego County, CA",US,32.7157,-117.1611,1/21/20 22:00,,,
73,"San Antonio, TX",US,29.4241,-98.4936,1/21/20 22:00,,,
74,Anhui,Mainland China,31.82571,117.2264,1/22/20 12:00,1.0,,
75,Beijing,Mainland China,40.18238,116.4142,1/22/20 12:00,14.0,,
76,Chongqing,Mainland China,30.05718,107.874,1/22/20 12:00,6.0,,
77,Fujian,Mainland China,26.07783,117.9895,1/22/20 12:00,1.0,,
78,Gansu,Mainland China,36.0611,103.8343,1/22/20 12:00,,,
79,Guangdong,Mainland China,23.33841,113.422,1/22/20 12:00,26.0,,
80,Guangxi,Mainland China,23.82908,108.7881,1/22/20 12:00,2.0,,
81,Guizhou,Mainland China,26.81536,106.8748,1/22/20 12:00,1.0,,
82,Hainan,Mainland China,19.19673,109.7455,1/22/20 12:00,4.0,,
83,Hebei,Mainland China,38.0428,114.5149,1/22/20 12:00,1.0,,
84,Heilongjiang,Mainland China,47.862,127.7622,1/22/20 12:00,,,
85,Henan,Mainland China,33.882020000000004,113.614,1/22/20 12:00,5.0,,
86,Hubei,Mainland China,30.97564,112.2707,1/22/20 12:00,444.0,28.0,
87,Hunan,Mainland China,27.61041,111.7088,1/22/20 12:00,4.0,,
88,Inner Mongolia,Mainland China,44.09448,113.9456,1/22/20 12:00,,,
89,Jiangsu,Mainland China,32.97027,119.464,1/22/20 12:00,1.0,,
90,Jiangxi,Mainland China,27.61401,115.7221,1/22/20 12:00,2.0,,
91,Jilin,Mainland China,43.66657,126.1917,1/22/20 12:00,,,
92,Liaoning,Mainland China,41.292840000000005,122.6086,1/22/20 12:00,2.0,,
93,Ningxia,Mainland China,37.26923,106.1655,1/22/20 12:00,1.0,,
94,Qinghai,Mainland China,35.65945,96.02564,1/22/20 12:00,,,
95,Shaanxi,Mainland China,35.19165,108.8701,1/22/20 12:00,,,
96,Shandong,Mainland China,36.34377,118.1529,1/22/20 12:00,2.0,,
97,Shanghai,Mainland China,31.20327,121.4554,1/22/20 12:00,9.0,,
98,Shanxi,Mainland China,37.57769,112.2922,1/22/20 12:00,1.0,,
99,Sichuan,Mainland China,30.617140000000003,102.7103,1/22/20 12:00,5.0,,
100,Tianjin,Mainland China,39.29362,117.333,1/22/20 12:00,4.0,,
101,Tibet,Mainland China,30.1534,88.7879,1/22/20 12:00,,,
102,Xinjiang,Mainland China,41.11981,85.17822,1/22/20 12:00,,,
103,Yunnan,Mainland China,24.97411,101.4868,1/22/20 12:00,1.0,,
104,Zhejiang,Mainland China,29.18251,120.0985,1/22/20 12:00,10.0,,
105,,Thailand,13.7563,100.5018,1/22/20 12:00,2.0,,
106,,Japan,35.6762,139.6503,1/22/20 12:00,2.0,,
107,,South Korea,37.5665,126.978,1/22/20 12:00,1.0,,
108,Taiwan,Taiwan,23.6978,120.9605,1/22/20 12:00,1.0,,
109,"Seattle, WA",US,47.7511,-120.74,1/22/20 12:00,1.0,,
110,"Chicago, IL",US,40.6331,-89.3985,1/22/20 12:00,,,
111,"Tempe, AZ",US,34.0489,-111.094,1/22/20 12:00,,,
112,Macau,Macau,22.1987,113.5439,1/22/20 12:00,1.0,,
113,Hong Kong,Hong Kong,22.3193,114.1694,1/22/20 12:00,,,
114,,Singapore,1.3521,103.8198,1/22/20 12:00,,,
115,,Vietnam,21.0278,105.8342,1/22/20 12:00,,,
116,,France,46.2276,2.2137,1/22/20 12:00,,,
117,,Nepal,28.3949,84.124,1/22/20 12:00,,,
118,,Malaysia,4.2105,101.9758,1/22/20 12:00,,,
119,"Toronto, ON",Canada,43.6532,-79.3832,1/22/20 12:00,,,
120,British Columbia,Canada,49.2827,-123.121,1/22/20 12:00,,,
121,"Orange, CA",US,33.7879,-117.8531,1/22/20 12:00,,,
122,"Los Angeles, CA",US,34.0522,-118.2437,1/22/20 12:00,,,
123,New South Wales,Australia,-33.8688,151.2093,1/22/20 12:00,,,
124,Victoria,Australia,-37.8136,144.9631,1/22/20 12:00,,,
125,Queensland,Australia,-27.4698,153.0251,1/22/20 12:00,,,
126,,Cambodia,12.5657,104.991,1/22/20 12:00,,,
127,,Sri Lanka,7.8731,80.7718,1/22/20 12:00,,,
128,,Germany,51.1657,10.4515,1/22/20 12:00,,,
129,,Finland,61.9241,25.7482,1/22/20 12:00,,,
130,,United Arab Emirates,23.4241,53.8478,1/22/20 12:00,,,
131,,Philippines,12.8797,121.774,1/22/20 12:00,,,
132,,India,20.5937,78.9629,1/22/20 12:00,,,
133,"London, ON",Canada,42.9849,-81.2453,1/22/20 12:00,,,
134,,Italy,41.8719,12.5674,1/22/20 12:00,,,
135,,UK,55.3781,-3.4360000000000004,1/22/20 12:00,,,
136,,Russia,61.524,105.3188,1/22/20 12:00,,,
137,,Sweden,60.1282,18.6435,1/22/20 12:00,,,
138,"Santa Clara, CA",US,37.3541,-121.9552,1/22/20 12:00,,,
139,,Spain,40.4637,-3.7492,1/22/20 12:00,,,
140,South Australia,Australia,-34.9285,138.6007,1/22/20 12:00,,,
141,"Boston, MA",US,42.3601,-71.0589,1/22/20 12:00,,,
142,"San Benito, CA",US,36.5761,-120.9876,1/22/20 12:00,,,
143,,Belgium,50.5039,4.4699,1/22/20 12:00,,,
144,"Madison, WI",US,43.0731,-89.4012,1/22/20 12:00,,,
145,Diamond Princess cruise ship,Others,35.4437,129.638,1/22/20 12:00,,,
146,"San Diego County, CA",US,32.7157,-117.1611,1/22/20 12:00,,,
147,"San Antonio, TX",US,29.4241,-98.4936,1/22/20 12:00,,,
148,Anhui,Mainland China,31.82571,117.2264,1/23/20 12:00,9.0,,
149,Beijing,Mainland China,40.18238,116.4142,1/23/20 12:00,22.0,,
150,Chongqing,Mainland China,30.05718,107.874,1/23/20 12:00,9.0,,
151,Fujian,Mainland China,26.07783,117.9895,1/23/20 12:00,5.0,,
152,Gansu,Mainland China,36.0611,103.8343,1/23/20 12:00,2.0,,
153,Guangdong,Mainland China,23.33841,113.422,1/23/20 12:00,32.0,2.0,
154,Guangxi,Mainland China,23.82908,108.7881,1/23/20 12:00,5.0,,
155,Guizhou,Mainland China,26.81536,106.8748,1/23/20 12:00,3.0,,
156,Hainan,Mainland China,19.19673,109.7455,1/23/20 12:00,5.0,,
157,Hebei,Mainland China,38.0428,114.5149,1/23/20 12:00,1.0,,
158,Heilongjiang,Mainland China,47.862,127.7622,1/23/20 12:00,2.0,,
159,Henan,Mainland China,33.882020000000004,113.614,1/23/20 12:00,5.0,,
160,Hubei,Mainland China,30.97564,112.2707,1/23/20 12:00,444.0,28.0,
161,Hunan,Mainland China,27.61041,111.7088,1/23/20 12:00,9.0,,
162,Inner Mongolia,Mainland China,44.09448,113.9456,1/23/20 12:00,,,
163,Jiangsu,Mainland China,32.97027,119.464,1/23/20 12:00,5.0,,
164,Jiangxi,Mainland China,27.61401,115.7221,1/23/20 12:00,7.0,,
165,Jilin,Mainland China,43.66657,126.1917,1/23/20 12:00,1.0,,
166,Liaoning,Mainland China,41.292840000000005,122.6086,1/23/20 12:00,3.0,,
167,Ningxia,Mainland China,37.26923,106.1655,1/23/20 12:00,1.0,,
168,Qinghai,Mainland China,35.65945,96.02564,1/23/20 12:00,,,
169,Shaanxi,Mainland China,35.19165,108.8701,1/23/20 12:00,3.0,,
170,Shandong,Mainland China,36.34377,118.1529,1/23/20 12:00,6.0,,
171,Shanghai,Mainland China,31.20327,121.4554,1/23/20 12:00,16.0,,
172,Shanxi,Mainland China,37.57769,112.2922,1/23/20 12:00,1.0,,
173,Sichuan,Mainland China,30.617140000000003,102.7103,1/23/20 12:00,8.0,,
174,Tianjin,Mainland China,39.29362,117.333,1/23/20 12:00,4.0,,
175,Tibet,Mainland China,30.1534,88.7879,1/23/20 12:00,,,
176,Xinjiang,Mainland China,41.11981,85.17822,1/23/20 12:00,2.0,,
177,Yunnan,Mainland China,24.97411,101.4868,1/23/20 12:00,2.0,,
178,Zhejiang,Mainland China,29.18251,120.0985,1/23/20 12:00,27.0,,
179,,Thailand,13.7563,100.5018,1/23/20 12:00,3.0,,
180,,Japan,35.6762,139.6503,1/23/20 12:00,2.0,,
181,,South Korea,37.5665,126.978,1/23/20 12:00,1.0,,
182,Taiwan,Taiwan,23.6978,120.9605,1/23/20 12:00,1.0,,
183,"Seattle, WA",US,47.7511,-120.74,1/23/20 12:00,1.0,,
184,"Chicago, IL",US,40.6331,-89.3985,1/23/20 12:00,,,
185,"Tempe, AZ",US,34.0489,-111.094,1/23/20 12:00,,,
186,Macau,Macau,22.1987,113.5439,1/23/20 12:00,2.0,,
187,Hong Kong,Hong Kong,22.3193,114.1694,1/23/20 12:00,2.0,,
188,,Singapore,1.3521,103.8198,1/23/20 12:00,1.0,,
189,,Vietnam,21.0278,105.8342,1/23/20 12:00,2.0,,
190,,France,46.2276,2.2137,1/23/20 12:00,,,
191,,Nepal,28.3949,84.124,1/23/20 12:00,,,
192,,Malaysia,4.2105,101.9758,1/23/20 12:00,,,
193,"Toronto, ON",Canada,43.6532,-79.3832,1/23/20 12:00,,,
194,British Columbia,Canada,49.2827,-123.121,1/23/20 12:00,,,
195,"Orange, CA",US,33.7879,-117.8531,1/23/20 12:00,,,
196,"Los Angeles, CA",US,34.0522,-118.2437,1/23/20 12:00,,,
197,New South Wales,Australia,-33.8688,151.2093,1/23/20 12:00,,,
198,Victoria,Australia,-37.8136,144.9631,1/23/20 12:00,,,
199,Queensland,Australia,-27.4698,153.0251,1/23/20 12:00,,,
200,,Cambodia,12.5657,104.991,1/23/20 12:00,,,
201,,Sri Lanka,7.8731,80.7718,1/23/20 12:00,,,
202,,Germany,51.1657,10.4515,1/23/20 12:00,,,
203,,Finland,61.9241,25.7482,1/23/20 12:00,,,
204,,United Arab Emirates,23.4241,53.8478,1/23/20 12:00,,,
205,,Philippines,12.8797,121.774,1/23/20 12:00,,,
206,,India,20.5937,78.9629,1/23/20 12:00,,,
207,"London, ON",Canada,42.9849,-81.2453,1/23/20 12:00,,,
208,,Italy,41.8719,12.5674,1/23/20 12:00,,,
209,,UK,55.3781,-3.4360000000000004,1/23/20 12:00,,,
210,,Russia,61.524,105.3188,1/23/20 12:00,,,
211,,Sweden,60.1282,18.6435,1/23/20 12:00,,,
212,"Santa Clara, CA",US,37.3541,-121.9552,1/23/20 12:00,,,
213,,Spain,40.4637,-3.7492,1/23/20 12:00,,,
214,South Australia,Australia,-34.9285,138.6007,1/23/20 12:00,,,
215,"Boston, MA",US,42.3601,-71.0589,1/23/20 12:00,,,
216,"San Benito, CA",US,36.5761,-120.9876,1/23/20 12:00,,,
217,,Belgium,50.5039,4.4699,1/23/20 12:00,,,
218,"Madison, WI",US,43.0731,-89.4012,1/23/20 12:00,,,
219,Diamond Princess cruise ship,Others,35.4437,129.638,1/23/20 12:00,,,
220,"San Diego County, CA",US,32.7157,-117.1611,1/23/20 12:00,,,
221,"San Antonio, TX",US,29.4241,-98.4936,1/23/20 12:00,,,
222,Anhui,Mainland China,31.82571,117.2264,1/24/20 0:00,15.0,,
223,Beijing,Mainland China,40.18238,116.4142,1/24/20 0:00,26.0,,
224,Chongqing,Mainland China,30.05718,107.874,1/24/20 0:00,27.0,,
225,Fujian,Mainland China,26.07783,117.9895,1/24/20 0:00,5.0,,
226,Gansu,Mainland China,36.0611,103.8343,1/24/20 0:00,2.0,,
227,Guangdong,Mainland China,23.33841,113.422,1/24/20 0:00,53.0,2.0,
228,Guangxi,Mainland China,23.82908,108.7881,1/24/20 0:00,13.0,,
229,Guizhou,Mainland China,26.81536,106.8748,1/24/20 0:00,3.0,,
230,Hainan,Mainland China,19.19673,109.7455,1/24/20 0:00,8.0,,
231,Hebei,Mainland China,38.0428,114.5149,1/24/20 0:00,2.0,,1.0
232,Heilongjiang,Mainland China,47.862,127.7622,1/24/20 0:00,4.0,,1.0
233,Henan,Mainland China,33.882020000000004,113.614,1/24/20 0:00,9.0,,
234,Hubei,Mainland China,30.97564,112.2707,1/24/20 0:00,549.0,31.0,24.0
235,Hunan,Mainland China,27.61041,111.7088,1/24/20 0:00,24.0,,
236,Inner Mongolia,Mainland China,44.09448,113.9456,1/24/20 0:00,1.0,,
237,Jiangsu,Mainland China,32.97027,119.464,1/24/20 0:00,9.0,,
238,Jiangxi,Mainland China,27.61401,115.7221,1/24/20 0:00,7.0,,
239,Jilin,Mainland China,43.66657,126.1917,1/24/20 0:00,3.0,,
240,Liaoning,Mainland China,41.292840000000005,122.6086,1/24/20 0:00,4.0,,
241,Ningxia,Mainland China,37.26923,106.1655,1/24/20 0:00,1.0,,
242,Qinghai,Mainland China,35.65945,96.02564,1/24/20 0:00,,,
243,Shaanxi,Mainland China,35.19165,108.8701,1/24/20 0:00,3.0,,
244,Shandong,Mainland China,36.34377,118.1529,1/24/20 0:00,9.0,,
245,Shanghai,Mainland China,31.20327,121.4554,1/24/20 0:00,20.0,,
246,Shanxi,Mainland China,37.57769,112.2922,1/24/20 0:00,1.0,,
247,Sichuan,Mainland China,30.617140000000003,102.7103,1/24/20 0:00,15.0,,
248,Tianjin,Mainland China,39.29362,117.333,1/24/20 0:00,5.0,,
249,Tibet,Mainland China,30.1534,88.7879,1/24/20 0:00,,,
250,Xinjiang,Mainland China,41.11981,85.17822,1/24/20 0:00,2.0,,
251,Yunnan,Mainland China,24.97411,101.4868,1/24/20 0:00,2.0,,
252,Zhejiang,Mainland China,29.18251,120.0985,1/24/20 0:00,43.0,1.0,
253,,Thailand,13.7563,100.5018,1/24/20 0:00,4.0,,
254,,Japan,35.6762,139.6503,1/24/20 0:00,2.0,,
255,,South Korea,37.5665,126.978,1/24/20 0:00,1.0,,
256,Taiwan,Taiwan,23.6978,120.9605,1/24/20 0:00,1.0,,
257,"Seattle, WA",US,47.7511,-120.74,1/24/20 0:00,1.0,,
258,"Chicago, IL",US,40.6331,-89.3985,1/24/20 0:00,,,
259,"Tempe, AZ",US,34.0489,-111.094,1/24/20 0:00,,,
260,Macau,Macau,22.1987,113.5439,1/24/20 0:00,2.0,,
261,Hong Kong,Hong Kong,22.3193,114.1694,1/24/20 0:00,2.0,,
262,,Singapore,1.3521,103.8198,1/24/20 0:00,1.0,,
263,,Vietnam,21.0278,105.8342,1/24/20 0:00,2.0,,
264,,France,46.2276,2.2137,1/24/20 0:00,,,
265,,Nepal,28.3949,84.124,1/24/20 0:00,,,
266,,Malaysia,4.2105,101.9758,1/24/20 0:00,,,
267,"Toronto, ON",Canada,43.6532,-79.3832,1/24/20 0:00,,,
268,British Columbia,Canada,49.2827,-123.121,1/24/20 0:00,,,
269,"Orange, CA",US,33.7879,-117.8531,1/24/20 0:00,,,
270,"Los Angeles, CA",US,34.0522,-118.2437,1/24/20 0:00,,,
271,New South Wales,Australia,-33.8688,151.2093,1/24/20 0:00,,,
272,Victoria,Australia,-37.8136,144.9631,1/24/20 0:00,,,
273,Queensland,Australia,-27.4698,153.0251,1/24/20 0:00,,,
274,,Cambodia,12.5657,104.991,1/24/20 0:00,,,
275,,Sri Lanka,7.8731,80.7718,1/24/20 0:00,,,
276,,Germany,51.1657,10.4515,1/24/20 0:00,,,
277,,Finland,61.9241,25.7482,1/24/20 0:00,,,
278,,United Arab Emirates,23.4241,53.8478,1/24/20 0:00,,,
279,,Philippines,12.8797,121.774,1/24/20 0:00,,,
280,,India,20.5937,78.9629,1/24/20 0:00,,,
281,"London, ON",Canada,42.9849,-81.2453,1/24/20 0:00,,,
282,,Italy,41.8719,12.5674,1/24/20 0:00,,,
283,,UK,55.3781,-3.4360000000000004,1/24/20 0:00,,,
284,,Russia,61.524,105.3188,1/24/20 0:00,,,
285,,Sweden,60.1282,18.6435,1/24/20 0:00,,,
286,"Santa Clara, CA",US,37.3541,-121.9552,1/24/20 0:00,,,
287,,Spain,40.4637,-3.7492,1/24/20 0:00,,,
288,South Australia,Australia,-34.9285,138.6007,1/24/20 0:00,,,
289,"Boston, MA",US,42.3601,-71.0589,1/24/20 0:00,,,
290,"San Benito, CA",US,36.5761,-120.9876,1/24/20 0:00,,,
291,,Belgium,50.5039,4.4699,1/24/20 0:00,,,
292,"Madison, WI",US,43.0731,-89.4012,1/24/20 0:00,,,
293,Diamond Princess cruise ship,Others,35.4437,129.638,1/24/20 0:00,,,
294,"San Diego County, CA",US,32.7157,-117.1611,1/24/20 0:00,,,
295,"San Antonio, TX",US,29.4241,-98.4936,1/24/20 0:00,,,
296,Anhui,Mainland China,31.82571,117.2264,1/24/20 12:00,15.0,,
297,Beijing,Mainland China,40.18238,116.4142,1/24/20 12:00,36.0,1.0,
298,Chongqing,Mainland China,30.05718,107.874,1/24/20 12:00,27.0,,
299,Fujian,Mainland China,26.07783,117.9895,1/24/20 12:00,10.0,,
300,Gansu,Mainland China,36.0611,103.8343,1/24/20 12:00,2.0,,
301,Guangdong,Mainland China,23.33841,113.422,1/24/20 12:00,53.0,2.0,
302,Guangxi,Mainland China,23.82908,108.7881,1/24/20 12:00,23.0,,
303,Guizhou,Mainland China,26.81536,106.8748,1/24/20 12:00,3.0,,
304,Hainan,Mainland China,19.19673,109.7455,1/24/20 12:00,8.0,,
305,Hebei,Mainland China,38.0428,114.5149,1/24/20 12:00,2.0,,1.0
306,Heilongjiang,Mainland China,47.862,127.7622,1/24/20 12:00,4.0,,1.0
307,Henan,Mainland China,33.882020000000004,113.614,1/24/20 12:00,9.0,,
308,Hubei,Mainland China,30.97564,112.2707,1/24/20 12:00,549.0,31.0,24.0
309,Hunan,Mainland China,27.61041,111.7088,1/24/20 12:00,24.0,,
310,Inner Mongolia,Mainland China,44.09448,113.9456,1/24/20 12:00,1.0,,
311,Jiangsu,Mainland China,32.97027,119.464,1/24/20 12:00,9.0,,
312,Jiangxi,Mainland China,27.61401,115.7221,1/24/20 12:00,18.0,,
313,Jilin,Mainland China,43.66657,126.1917,1/24/20 12:00,3.0,,
314,Liaoning,Mainland China,41.292840000000005,122.6086,1/24/20 12:00,4.0,,
315,Ningxia,Mainland China,37.26923,106.1655,1/24/20 12:00,2.0,,
316,Qinghai,Mainland China,35.65945,96.02564,1/24/20 12:00,,,
317,Shaanxi,Mainland China,35.19165,108.8701,1/24/20 12:00,5.0,,
318,Shandong,Mainland China,36.34377,118.1529,1/24/20 12:00,15.0,,
319,Shanghai,Mainland China,31.20327,121.4554,1/24/20 12:00,20.0,1.0,
320,Shanxi,Mainland China,37.57769,112.2922,1/24/20 12:00,1.0,,
321,Sichuan,Mainland China,30.617140000000003,102.7103,1/24/20 12:00,15.0,,
322,Tianjin,Mainland China,39.29362,117.333,1/24/20 12:00,8.0,,
323,Tibet,Mainland China,30.1534,88.7879,1/24/20 12:00,,,
324,Xinjiang,Mainland China,41.11981,85.17822,1/24/20 12:00,2.0,,
325,Yunnan,Mainland China,24.97411,101.4868,1/24/20 12:00,5.0,,
326,Zhejiang,Mainland China,29.18251,120.0985,1/24/20 12:00,43.0,1.0,
327,,Thailand,13.7563,100.5018,1/24/20 12:00,5.0,,
328,,Japan,35.6762,139.6503,1/24/20 12:00,2.0,,
329,,South Korea,37.5665,126.978,1/24/20 12:00,2.0,,
330,Taiwan,Taiwan,23.6978,120.9605,1/24/20 12:00,3.0,,
331,"Seattle, WA",US,47.7511,-120.74,1/24/20 12:00,1.0,,
332,"Chicago, IL",US,40.6331,-89.3985,1/24/20 12:00,1.0,,
333,"Tempe, AZ",US,34.0489,-111.094,1/24/20 12:00,,,
334,Macau,Macau,22.1987,113.5439,1/24/20 12:00,2.0,,
335,Hong Kong,Hong Kong,22.3193,114.1694,1/24/20 12:00,2.0,,
336,,Singapore,1.3521,103.8198,1/24/20 12:00,3.0,,
337,,Vietnam,21.0278,105.8342,1/24/20 12:00,2.0,,
338,,France,46.2276,2.2137,1/24/20 12:00,2.0,,
339,,Nepal,28.3949,84.124,1/24/20 12:00,,,
340,,Malaysia,4.2105,101.9758,1/24/20 12:00,,,
341,"Toronto, ON",Canada,43.6532,-79.3832,1/24/20 12:00,,,
342,British Columbia,Canada,49.2827,-123.121,1/24/20 12:00,,,
343,"Orange, CA",US,33.7879,-117.8531,1/24/20 12:00,,,
344,"Los Angeles, CA",US,34.0522,-118.2437,1/24/20 12:00,,,
345,New South Wales,Australia,-33.8688,151.2093,1/24/20 12:00,,,
346,Victoria,Australia,-37.8136,144.9631,1/24/20 12:00,,,
347,Queensland,Australia,-27.4698,153.0251,1/24/20 12:00,,,
348,,Cambodia,12.5657,104.991,1/24/20 12:00,,,
349,,Sri Lanka,7.8731,80.7718,1/24/20 12:00,,,
350,,Germany,51.1657,10.4515,1/24/20 12:00,,,
351,,Finland,61.9241,25.7482,1/24/20 12:00,,,
352,,United Arab Emirates,23.4241,53.8478,1/24/20 12:00,,,
353,,Philippines,12.8797,121.774,1/24/20 12:00,,,
354,,India,20.5937,78.9629,1/24/20 12:00,,,
355,"London, ON",Canada,42.9849,-81.2453,1/24/20 12:00,,,
356,,Italy,41.8719,12.5674,1/24/20 12:00,,,
357,,UK,55.3781,-3.4360000000000004,1/24/20 12:00,,,
358,,Russia,61.524,105.3188,1/24/20 12:00,,,
359,,Sweden,60.1282,18.6435,1/24/20 12:00,,,
360,"Santa Clara, CA",US,37.3541,-121.9552,1/24/20 12:00,,,
361,,Spain,40.4637,-3.7492,1/24/20 12:00,,,
362,South Australia,Australia,-34.9285,138.6007,1/24/20 12:00,,,
363,"Boston, MA",US,42.3601,-71.0589,1/24/20 12:00,,,
364,"San Benito, CA",US,36.5761,-120.9876,1/24/20 12:00,,,
365,,Belgium,50.5039,4.4699,1/24/20 12:00,,,
366,"Madison, WI",US,43.0731,-89.4012,1/24/20 12:00,,,
367,Diamond Princess cruise ship,Others,35.4437,129.638,1/24/20 12:00,,,
368,"San Diego County, CA",US,32.7157,-117.1611,1/24/20 12:00,,,
369,"San Antonio, TX",US,29.4241,-98.4936,1/24/20 12:00,,,
370,Anhui,Mainland China,31.82571,117.2264,1/25/20 0:00,39.0,,
371,Beijing,Mainland China,40.18238,116.4142,1/25/20 0:00,36.0,1.0,
372,Chongqing,Mainland China,30.05718,107.874,1/25/20 0:00,57.0,,
373,Fujian,Mainland China,26.07783,117.9895,1/25/20 0:00,10.0,,
374,Gansu,Mainland China,36.0611,103.8343,1/25/20 0:00,4.0,,
375,Guangdong,Mainland China,23.33841,113.422,1/25/20 0:00,78.0,2.0,
376,Guangxi,Mainland China,23.82908,108.7881,1/25/20 0:00,23.0,,
377,Guizhou,Mainland China,26.81536,106.8748,1/25/20 0:00,4.0,,
378,Hainan,Mainland China,19.19673,109.7455,1/25/20 0:00,17.0,,
379,Hebei,Mainland China,38.0428,114.5149,1/25/20 0:00,8.0,,1.0
