,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
788,"Los Angeles, CA",US,34.0522,-118.2437,1/27/20 9:00,1.0,,
789,New South Wales,Australia,-33.8688,151.2093,1/27/20 9:00,4.0,,
790,Victoria,Australia,-37.8136,144.9631,1/27/20 9:00,1.0,,
791,Queensland,Australia,-27.4698,153.0251,1/27/20 9:00,,,
792,,Cambodia,12.5657,104.991,1/27/20 9:00,1.0,,
793,,Sri Lanka,7.8731,80.7718,1/27/20 9:00,,,
794,,Germany,51.1657,10.4515,1/27/20 9:00,,,
795,,Finland,61.9241,25.7482,1/27/20 9:00,,,
796,,United Arab Emirates,23.4241,53.8478,1/27/20 9:00,,,
797,,Philippines,12.8797,121.774,1/27/20 9:00,,,
798,,India,20.5937,78.9629,1/27/20 9:00,,,
799,"London, ON",Canada,42.9849,-81.2453,1/27/20 9:00,,,
800,,Italy,41.8719,12.5674,1/27/20 9:00,,,
801,,UK,55.3781,-3.4360000000000004,1/27/20 9:00,,,
802,,Russia,61.524,105.3188,1/27/20 9:00,,,
803,,Sweden,60.1282,18.6435,1/27/20 9:00,,,
804,"Santa Clara, CA",US,37.3541,-121.9552,1/27/20 9:00,,,
805,,Spain,40.4637,-3.7492,1/27/20 9:00,,,
806,South Australia,Australia,-34.9285,138.6007,1/27/20 9:00,,,
807,"Boston, MA",US,42.3601,-71.0589,1/27/20 9:00,,,
808,"San Benito, CA",US,36.5761,-120.9876,1/27/20 9:00,,,
809,,Belgium,50.5039,4.4699,1/27/20 9:00,,,
810,"Madison, WI",US,43.0731,-89.4012,1/27/20 9:00,,,
811,Diamond Princess cruise ship,Others,35.4437,129.638,1/27/20 9:00,,,
812,"San Diego County, CA",US,32.7157,-117.1611,1/27/20 9:00,,,
813,"San Antonio, TX",US,29.4241,-98.4936,1/27/20 9:00,,,
814,Anhui,Mainland China,31.82571,117.2264,1/27/20 19:00,70.0,,
815,Beijing,Mainland China,40.18238,116.4142,1/27/20 19:00,80.0,2.0,1.0
816,Chongqing,Mainland China,30.05718,107.874,1/27/20 19:00,110.0,,
817,Fujian,Mainland China,26.07783,117.9895,1/27/20 19:00,59.0,,
818,Gansu,Mainland China,36.0611,103.8343,1/27/20 19:00,14.0,,
819,Guangdong,Mainland China,23.33841,113.422,1/27/20 19:00,151.0,4.0,
820,Guangxi,Mainland China,23.82908,108.7881,1/27/20 19:00,46.0,,
821,Guizhou,Mainland China,26.81536,106.8748,1/27/20 19:00,7.0,,
822,Hainan,Mainland China,19.19673,109.7455,1/27/20 19:00,33.0,,1.0
823,Hebei,Mainland China,38.0428,114.5149,1/27/20 19:00,18.0,,1.0
824,Heilongjiang,Mainland China,47.862,127.7622,1/27/20 19:00,21.0,,1.0
825,Henan,Mainland China,33.882020000000004,113.614,1/27/20 19:00,128.0,,1.0
826,Hubei,Mainland China,30.97564,112.2707,1/27/20 19:00,1423.0,45.0,76.0
827,Hunan,Mainland China,27.61041,111.7088,1/27/20 19:00,100.0,,
828,Inner Mongolia,Mainland China,44.09448,113.9456,1/27/20 19:00,11.0,,
829,Jiangsu,Mainland China,32.97027,119.464,1/27/20 19:00,47.0,1.0,
830,Jiangxi,Mainland China,27.61401,115.7221,1/27/20 19:00,72.0,2.0,
831,Jilin,Mainland China,43.66657,126.1917,1/27/20 19:00,6.0,,
832,Liaoning,Mainland China,41.292840000000005,122.6086,1/27/20 19:00,27.0,,
833,Ningxia,Mainland China,37.26923,106.1655,1/27/20 19:00,7.0,,
834,Qinghai,Mainland China,35.65945,96.02564,1/27/20 19:00,6.0,,
835,Shaanxi,Mainland China,35.19165,108.8701,1/27/20 19:00,35.0,,
836,Shandong,Mainland China,36.34377,118.1529,1/27/20 19:00,75.0,,
837,Shanghai,Mainland China,31.20327,121.4554,1/27/20 19:00,53.0,3.0,1.0
838,Shanxi,Mainland China,37.57769,112.2922,1/27/20 19:00,13.0,,
839,Sichuan,Mainland China,30.617140000000003,102.7103,1/27/20 19:00,69.0,,
840,Tianjin,Mainland China,39.29362,117.333,1/27/20 19:00,23.0,,
841,Tibet,Mainland China,30.1534,88.7879,1/27/20 19:00,,,
842,Xinjiang,Mainland China,41.11981,85.17822,1/27/20 19:00,5.0,,
843,Yunnan,Mainland China,24.97411,101.4868,1/27/20 19:00,26.0,,
844,Zhejiang,Mainland China,29.18251,120.0985,1/27/20 19:00,128.0,1.0,
845,,Thailand,13.7563,100.5018,1/27/20 19:00,8.0,,
846,,Japan,35.6762,139.6503,1/27/20 19:00,4.0,,
847,,South Korea,37.5665,126.978,1/27/20 19:00,4.0,,
848,Taiwan,Taiwan,23.6978,120.9605,1/27/20 19:00,5.0,,
849,"Seattle, WA",US,47.7511,-120.74,1/27/20 19:00,1.0,,
850,"Chicago, IL",US,40.6331,-89.3985,1/27/20 19:00,1.0,,
851,"Tempe, AZ",US,34.0489,-111.094,1/27/20 19:00,1.0,1.0,
852,Macau,Macau,22.1987,113.5439,1/27/20 19:00,6.0,2.0,
853,Hong Kong,Hong Kong,22.3193,114.1694,1/27/20 19:00,8.0,,
854,,Singapore,1.3521,103.8198,1/27/20 19:00,5.0,,
855,,Vietnam,21.0278,105.8342,1/27/20 19:00,2.0,,
856,,France,46.2276,2.2137,1/27/20 19:00,3.0,,
857,,Nepal,28.3949,84.124,1/27/20 19:00,1.0,,
858,,Malaysia,4.2105,101.9758,1/27/20 19:00,4.0,,
859,"Toronto, ON",Canada,43.6532,-79.3832,1/27/20 19:00,1.0,,
860,British Columbia,Canada,49.2827,-123.121,1/27/20 19:00,,,
861,"Orange, CA",US,33.7879,-117.8531,1/27/20 19:00,1.0,,
862,"Los Angeles, CA",US,34.0522,-118.2437,1/27/20 19:00,1.0,,
863,New South Wales,Australia,-33.8688,151.2093,1/27/20 19:00,4.0,,
864,Victoria,Australia,-37.8136,144.9631,1/27/20 19:00,1.0,,
865,Queensland,Australia,-27.4698,153.0251,1/27/20 19:00,,,
866,,Cambodia,12.5657,104.991,1/27/20 19:00,1.0,,
867,,Sri Lanka,7.8731,80.7718,1/27/20 19:00,1.0,,
868,,Germany,51.1657,10.4515,1/27/20 19:00,,,
869,,Finland,61.9241,25.7482,1/27/20 19:00,,,
870,,United Arab Emirates,23.4241,53.8478,1/27/20 19:00,,,
871,,Philippines,12.8797,121.774,1/27/20 19:00,,,
872,,India,20.5937,78.9629,1/27/20 19:00,,,
873,"London, ON",Canada,42.9849,-81.2453,1/27/20 19:00,,,
874,,Italy,41.8719,12.5674,1/27/20 19:00,,,
875,,UK,55.3781,-3.4360000000000004,1/27/20 19:00,,,
876,,Russia,61.524,105.3188,1/27/20 19:00,,,
877,,Sweden,60.1282,18.6435,1/27/20 19:00,,,
878,"Santa Clara, CA",US,37.3541,-121.9552,1/27/20 19:00,,,
879,,Spain,40.4637,-3.7492,1/27/20 19:00,,,
880,South Australia,Australia,-34.9285,138.6007,1/27/20 19:00,,,
881,"Boston, MA",US,42.3601,-71.0589,1/27/20 19:00,,,
882,"San Benito, CA",US,36.5761,-120.9876,1/27/20 19:00,,,
883,,Belgium,50.5039,4.4699,1/27/20 19:00,,,
884,"Madison, WI",US,43.0731,-89.4012,1/27/20 19:00,,,
885,Diamond Princess cruise ship,Others,35.4437,129.638,1/27/20 19:00,,,
886,"San Diego County, CA",US,32.7157,-117.1611,1/27/20 19:00,,,
887,"San Antonio, TX",US,29.4241,-98.4936,1/27/20 19:00,,,
888,Anhui,Mainland China,31.82571,117.2264,1/27/20 20:30,106.0,,
889,Beijing,Mainland China,40.18238,116.4142,1/27/20 20:30,80.0,2.0,1.0
890,Chongqing,Mainland China,30.05718,107.874,1/27/20 20:30,132.0,,
891,Fujian,Mainland China,26.07783,117.9895,1/27/20 20:30,59.0,,
892,Gansu,Mainland China,36.0611,103.8343,1/27/20 20:30,19.0,,
893,Guangdong,Mainland China,23.33841,113.422,1/27/20 20:30,151.0,4.0,
894,Guangxi,Mainland China,23.82908,108.7881,1/27/20 20:30,51.0,,
895,Guizhou,Mainland China,26.81536,106.8748,1/27/20 20:30,9.0,,
896,Hainan,Mainland China,19.19673,109.7455,1/27/20 20:30,33.0,,1.0
897,Hebei,Mainland China,38.0428,114.5149,1/27/20 20:30,33.0,,1.0
898,Heilongjiang,Mainland China,47.862,127.7622,1/27/20 20:30,30.0,,1.0
899,Henan,Mainland China,33.882020000000004,113.614,1/27/20 20:30,168.0,,1.0
900,Hubei,Mainland China,30.97564,112.2707,1/27/20 20:30,2714.0,47.0,100.0
901,Hunan,Mainland China,27.61041,111.7088,1/27/20 20:30,100.0,,
902,Inner Mongolia,Mainland China,44.09448,113.9456,1/27/20 20:30,11.0,,
903,Jiangsu,Mainland China,32.97027,119.464,1/27/20 20:30,70.0,1.0,
904,Jiangxi,Mainland China,27.61401,115.7221,1/27/20 20:30,72.0,2.0,
905,Jilin,Mainland China,43.66657,126.1917,1/27/20 20:30,6.0,,
906,Liaoning,Mainland China,41.292840000000005,122.6086,1/27/20 20:30,27.0,,
907,Ningxia,Mainland China,37.26923,106.1655,1/27/20 20:30,7.0,,
908,Qinghai,Mainland China,35.65945,96.02564,1/27/20 20:30,6.0,,
909,Shaanxi,Mainland China,35.19165,108.8701,1/27/20 20:30,35.0,,
910,Shandong,Mainland China,36.34377,118.1529,1/27/20 20:30,87.0,,
911,Shanghai,Mainland China,31.20327,121.4554,1/27/20 20:30,66.0,3.0,1.0
912,Shanxi,Mainland China,37.57769,112.2922,1/27/20 20:30,20.0,,
913,Sichuan,Mainland China,30.617140000000003,102.7103,1/27/20 20:30,90.0,,
914,Tianjin,Mainland China,39.29362,117.333,1/27/20 20:30,23.0,,
915,Tibet,Mainland China,30.1534,88.7879,1/27/20 20:30,,,
916,Xinjiang,Mainland China,41.11981,85.17822,1/27/20 20:30,5.0,,
917,Yunnan,Mainland China,24.97411,101.4868,1/27/20 20:30,26.0,,
918,Zhejiang,Mainland China,29.18251,120.0985,1/27/20 20:30,173.0,1.0,
919,,Thailand,13.7563,100.5018,1/27/20 20:30,8.0,,
920,,Japan,35.6762,139.6503,1/27/20 20:30,4.0,,
921,,South Korea,37.5665,126.978,1/27/20 20:30,4.0,,
922,Taiwan,Taiwan,23.6978,120.9605,1/27/20 20:30,5.0,,
923,"Seattle, WA",US,47.7511,-120.74,1/27/20 20:30,1.0,,
924,"Chicago, IL",US,40.6331,-89.3985,1/27/20 20:30,1.0,,
925,"Tempe, AZ",US,34.0489,-111.094,1/27/20 20:30,1.0,1.0,
926,Macau,Macau,22.1987,113.5439,1/27/20 20:30,6.0,2.0,
927,Hong Kong,Hong Kong,22.3193,114.1694,1/27/20 20:30,8.0,,
928,,Singapore,1.3521,103.8198,1/27/20 20:30,5.0,,
929,,Vietnam,21.0278,105.8342,1/27/20 20:30,2.0,,
930,,France,46.2276,2.2137,1/27/20 20:30,3.0,,
931,,Nepal,28.3949,84.124,1/27/20 20:30,1.0,,
932,,Malaysia,4.2105,101.9758,1/27/20 20:30,4.0,,
933,"Toronto, ON",Canada,43.6532,-79.3832,1/27/20 20:30,1.0,,
934,British Columbia,Canada,49.2827,-123.121,1/27/20 20:30,,,
935,"Orange, CA",US,33.7879,-117.8531,1/27/20 20:30,1.0,,
936,"Los Angeles, CA",US,34.0522,-118.2437,1/27/20 20:30,1.0,,
937,New South Wales,Australia,-33.8688,151.2093,1/27/20 20:30,4.0,,
938,Victoria,Australia,-37.8136,144.9631,1/27/20 20:30,1.0,,
939,Queensland,Australia,-27.4698,153.0251,1/27/20 20:30,,,
940,,Cambodia,12.5657,104.991,1/27/20 20:30,1.0,,
941,,Sri Lanka,7.8731,80.7718,1/27/20 20:30,1.0,,
942,,Germany,51.1657,10.4515,1/27/20 20:30,1.0,,
943,,Finland,61.9241,25.7482,1/27/20 20:30,,,
944,,United Arab Emirates,23.4241,53.8478,1/27/20 20:30,,,
945,,Philippines,12.8797,121.774,1/27/20 20:30,,,
946,,India,20.5937,78.9629,1/27/20 20:30,,,
947,"London, ON",Canada,42.9849,-81.2453,1/27/20 20:30,,,
948,,Italy,41.8719,12.5674,1/27/20 20:30,,,
949,,UK,55.3781,-3.4360000000000004,1/27/20 20:30,,,
950,,Russia,61.524,105.3188,1/27/20 20:30,,,
951,,Sweden,60.1282,18.6435,1/27/20 20:30,,,
952,"Santa Clara, CA",US,37.3541,-121.9552,1/27/20 20:30,,,
953,,Spain,40.4637,-3.7492,1/27/20 20:30,,,
954,South Australia,Australia,-34.9285,138.6007,1/27/20 20:30,,,
955,"Boston, MA",US,42.3601,-71.0589,1/27/20 20:30,,,
956,"San Benito, CA",US,36.5761,-120.9876,1/27/20 20:30,,,
957,,Belgium,50.5039,4.4699,1/27/20 20:30,,,
958,"Madison, WI",US,43.0731,-89.4012,1/27/20 20:30,,,
959,Diamond Princess cruise ship,Others,35.4437,129.638,1/27/20 20:30,,,
960,"San Diego County, CA",US,32.7157,-117.1611,1/27/20 20:30,,,
961,"San Antonio, TX",US,29.4241,-98.4936,1/27/20 20:30,,,
962,Anhui,Mainland China,31.82571,117.2264,1/28/20 13:00,106.0,,
963,Beijing,Mainland China,40.18238,116.4142,1/28/20 13:00,91.0,4.0,1.0
964,Chongqing,Mainland China,30.05718,107.874,1/28/20 13:00,132.0,,
965,Fujian,Mainland China,26.07783,117.9895,1/28/20 13:00,80.0,,
966,Gansu,Mainland China,36.0611,103.8343,1/28/20 13:00,19.0,,
967,Guangdong,Mainland China,23.33841,113.422,1/28/20 13:00,207.0,4.0,
968,Guangxi,Mainland China,23.82908,108.7881,1/28/20 13:00,51.0,2.0,
969,Guizhou,Mainland China,26.81536,106.8748,1/28/20 13:00,9.0,,
970,Hainan,Mainland China,19.19673,109.7455,1/28/20 13:00,40.0,,1.0
971,Hebei,Mainland China,38.0428,114.5149,1/28/20 13:00,33.0,,1.0
972,Heilongjiang,Mainland China,47.862,127.7622,1/28/20 13:00,33.0,,1.0
973,Henan,Mainland China,33.882020000000004,113.614,1/28/20 13:00,168.0,,1.0
974,Hubei,Mainland China,30.97564,112.2707,1/28/20 13:00,2714.0,52.0,100.0
975,Hunan,Mainland China,27.61041,111.7088,1/28/20 13:00,143.0,,
976,Inner Mongolia,Mainland China,44.09448,113.9456,1/28/20 13:00,15.0,,
977,Jiangsu,Mainland China,32.97027,119.464,1/28/20 13:00,70.0,1.0,
978,Jiangxi,Mainland China,27.61401,115.7221,1/28/20 13:00,72.0,3.0,
979,Jilin,Mainland China,43.66657,126.1917,1/28/20 13:00,8.0,,
980,Liaoning,Mainland China,41.292840000000005,122.6086,1/28/20 13:00,34.0,,
981,Ningxia,Mainland China,37.26923,106.1655,1/28/20 13:00,11.0,,
982,Qinghai,Mainland China,35.65945,96.02564,1/28/20 13:00,6.0,,
983,Shaanxi,Mainland China,35.19165,108.8701,1/28/20 13:00,46.0,,
984,Shandong,Mainland China,36.34377,118.1529,1/28/20 13:00,95.0,,
985,Shanghai,Mainland China,31.20327,121.4554,1/28/20 13:00,66.0,4.0,1.0
986,Shanxi,Mainland China,37.57769,112.2922,1/28/20 13:00,20.0,,
987,Sichuan,Mainland China,30.617140000000003,102.7103,1/28/20 13:00,90.0,,
988,Tianjin,Mainland China,39.29362,117.333,1/28/20 13:00,24.0,,
989,Tibet,Mainland China,30.1534,88.7879,1/28/20 13:00,,,
990,Xinjiang,Mainland China,41.11981,85.17822,1/28/20 13:00,10.0,,
991,Yunnan,Mainland China,24.97411,101.4868,1/28/20 13:00,44.0,,
992,Zhejiang,Mainland China,29.18251,120.0985,1/28/20 13:00,173.0,3.0,
993,,Thailand,13.7563,100.5018,1/28/20 13:00,14.0,,
994,,Japan,35.6762,139.6503,1/28/20 13:00,7.0,,
995,,South Korea,37.5665,126.978,1/28/20 13:00,4.0,,
996,Taiwan,Taiwan,23.6978,120.9605,1/28/20 13:00,8.0,,
997,"Seattle, WA",US,47.7511,-120.74,1/28/20 13:00,1.0,,
998,"Chicago, IL",US,40.6331,-89.3985,1/28/20 13:00,1.0,,
999,"Tempe, AZ",US,34.0489,-111.094,1/28/20 13:00,1.0,1.0,
1000,Macau,Macau,22.1987,113.5439,1/28/20 13:00,7.0,5.0,
1001,Hong Kong,Hong Kong,22.3193,114.1694,1/28/20 13:00,8.0,,
1002,,Singapore,1.3521,103.8198,1/28/20 13:00,7.0,,
1003,,Vietnam,21.0278,105.8342,1/28/20 13:00,2.0,,
1004,,France,46.2276,2.2137,1/28/20 13:00,3.0,,
1005,,Nepal,28.3949,84.124,1/28/20 13:00,1.0,,
1006,,Malaysia,4.2105,101.9758,1/28/20 13:00,4.0,,
1007,"Toronto, ON",Canada,43.6532,-79.3832,1/28/20 13:00,1.0,,
1008,British Columbia,Canada,49.2827,-123.121,1/28/20 13:00,1.0,,
1009,"Orange, CA",US,33.7879,-117.8531,1/28/20 13:00,1.0,,
1010,"Los Angeles, CA",US,34.0522,-118.2437,1/28/20 13:00,1.0,,
1011,New South Wales,Australia,-33.8688,151.2093,1/28/20 13:00,4.0,,
1012,Victoria,Australia,-37.8136,144.9631,1/28/20 13:00,1.0,,
1013,Queensland,Australia,-27.4698,153.0251,1/28/20 13:00,,,
1014,,Cambodia,12.5657,104.991,1/28/20 13:00,1.0,,
1015,,Sri Lanka,7.8731,80.7718,1/28/20 13:00,1.0,,
1016,,Germany,51.1657,10.4515,1/28/20 13:00,1.0,,
1017,,Finland,61.9241,25.7482,1/28/20 13:00,,,
1018,,United Arab Emirates,23.4241,53.8478,1/28/20 13:00,,,
1019,,Philippines,12.8797,121.774,1/28/20 13:00,,,
1020,,India,20.5937,78.9629,1/28/20 13:00,,,
1021,"London, ON",Canada,42.9849,-81.2453,1/28/20 13:00,,,
1022,,Italy,41.8719,12.5674,1/28/20 13:00,,,
1023,,UK,55.3781,-3.4360000000000004,1/28/20 13:00,,,
1024,,Russia,61.524,105.3188,1/28/20 13:00,,,
1025,,Sweden,60.1282,18.6435,1/28/20 13:00,,,
1026,"Santa Clara, CA",US,37.3541,-121.9552,1/28/20 13:00,,,
1027,,Spain,40.4637,-3.7492,1/28/20 13:00,,,
1028,South Australia,Australia,-34.9285,138.6007,1/28/20 13:00,,,
1029,"Boston, MA",US,42.3601,-71.0589,1/28/20 13:00,,,
1030,"San Benito, CA",US,36.5761,-120.9876,1/28/20 13:00,,,
1031,,Belgium,50.5039,4.4699,1/28/20 13:00,,,
1032,"Madison, WI",US,43.0731,-89.4012,1/28/20 13:00,,,
1033,Diamond Princess cruise ship,Others,35.4437,129.638,1/28/20 13:00,,,
1034,"San Diego County, CA",US,32.7157,-117.1611,1/28/20 13:00,,,
1035,"San Antonio, TX",US,29.4241,-98.4936,1/28/20 13:00,,,
1036,Anhui,Mainland China,31.82571,117.2264,1/28/20 18:00,106.0,,
1037,Beijing,Mainland China,40.18238,116.4142,1/28/20 18:00,91.0,4.0,1.0
1038,Chongqing,Mainland China,30.05718,107.874,1/28/20 18:00,132.0,,
1039,Fujian,Mainland China,26.07783,117.9895,1/28/20 18:00,80.0,,
1040,Gansu,Mainland China,36.0611,103.8343,1/28/20 18:00,19.0,,
1041,Guangdong,Mainland China,23.33841,113.422,1/28/20 18:00,207.0,4.0,
1042,Guangxi,Mainland China,23.82908,108.7881,1/28/20 18:00,51.0,2.0,
1043,Guizhou,Mainland China,26.81536,106.8748,1/28/20 18:00,9.0,,
1044,Hainan,Mainland China,19.19673,109.7455,1/28/20 18:00,40.0,,1.0
1045,Hebei,Mainland China,38.0428,114.5149,1/28/20 18:00,33.0,,1.0
1046,Heilongjiang,Mainland China,47.862,127.7622,1/28/20 18:00,33.0,,1.0
1047,Henan,Mainland China,33.882020000000004,113.614,1/28/20 18:00,168.0,,1.0
1048,Hubei,Mainland China,30.97564,112.2707,1/28/20 18:00,3554.0,80.0,125.0
1049,Hunan,Mainland China,27.61041,111.7088,1/28/20 18:00,143.0,,
1050,Inner Mongolia,Mainland China,44.09448,113.9456,1/28/20 18:00,15.0,,
1051,Jiangsu,Mainland China,32.97027,119.464,1/28/20 18:00,70.0,1.0,
1052,Jiangxi,Mainland China,27.61401,115.7221,1/28/20 18:00,109.0,3.0,
1053,Jilin,Mainland China,43.66657,126.1917,1/28/20 18:00,8.0,,
1054,Liaoning,Mainland China,41.292840000000005,122.6086,1/28/20 18:00,34.0,,
1055,Ningxia,Mainland China,37.26923,106.1655,1/28/20 18:00,11.0,,
1056,Qinghai,Mainland China,35.65945,96.02564,1/28/20 18:00,6.0,,
1057,Shaanxi,Mainland China,35.19165,108.8701,1/28/20 18:00,46.0,,
1058,Shandong,Mainland China,36.34377,118.1529,1/28/20 18:00,95.0,,
1059,Shanghai,Mainland China,31.20327,121.4554,1/28/20 18:00,66.0,4.0,1.0
1060,Shanxi,Mainland China,37.57769,112.2922,1/28/20 18:00,27.0,,
1061,Sichuan,Mainland China,30.617140000000003,102.7103,1/28/20 18:00,90.0,,
1062,Tianjin,Mainland China,39.29362,117.333,1/28/20 18:00,24.0,,
1063,Tibet,Mainland China,30.1534,88.7879,1/28/20 18:00,,,
1064,Xinjiang,Mainland China,41.11981,85.17822,1/28/20 18:00,10.0,,
1065,Yunnan,Mainland China,24.97411,101.4868,1/28/20 18:00,44.0,,
1066,Zhejiang,Mainland China,29.18251,120.0985,1/28/20 18:00,173.0,3.0,
1067,,Thailand,13.7563,100.5018,1/28/20 18:00,14.0,,
1068,,Japan,35.6762,139.6503,1/28/20 18:00,7.0,,
1069,,South Korea,37.5665,126.978,1/28/20 18:00,4.0,,
1070,Taiwan,Taiwan,23.6978,120.9605,1/28/20 18:00,8.0,,
1071,"Seattle, WA",US,47.7511,-120.74,1/28/20 18:00,1.0,,
1072,"Chicago, IL",US,40.6331,-89.3985,1/28/20 18:00,1.0,,
1073,"Tempe, AZ",US,34.0489,-111.094,1/28/20 18:00,1.0,1.0,
1074,Macau,Macau,22.1987,113.5439,1/28/20 18:00,7.0,5.0,
1075,Hong Kong,Hong Kong,22.3193,114.1694,1/28/20 18:00,8.0,,
1076,,Singapore,1.3521,103.8198,1/28/20 18:00,7.0,,
1077,,Vietnam,21.0278,105.8342,1/28/20 18:00,2.0,,
1078,,France,46.2276,2.2137,1/28/20 18:00,4.0,,
1079,,Nepal,28.3949,84.124,1/28/20 18:00,1.0,,
1080,,Malaysia,4.2105,101.9758,1/28/20 18:00,4.0,,
1081,"Toronto, ON",Canada,43.6532,-79.3832,1/28/20 18:00,1.0,,
1082,British Columbia,Canada,49.2827,-123.121,1/28/20 18:00,1.0,,
1083,"Orange, CA",US,33.7879,-117.8531,1/28/20 18:00,1.0,,
1084,"Los Angeles, CA",US,34.0522,-118.2437,1/28/20 18:00,1.0,,
1085,New South Wales,Australia,-33.8688,151.2093,1/28/20 18:00,4.0,,
1086,Victoria,Australia,-37.8136,144.9631,1/28/20 18:00,1.0,,
1087,Queensland,Australia,-27.4698,153.0251,1/28/20 18:00,,,
1088,,Cambodia,12.5657,104.991,1/28/20 18:00,1.0,,
1089,,Sri Lanka,7.8731,80.7718,1/28/20 18:00,1.0,,
1090,,Germany,51.1657,10.4515,1/28/20 18:00,4.0,,
1091,,Finland,61.9241,25.7482,1/28/20 18:00,,,
1092,,United Arab Emirates,23.4241,53.8478,1/28/20 18:00,,,
1093,,Philippines,12.8797,121.774,1/28/20 18:00,,,
1094,,India,20.5937,78.9629,1/28/20 18:00,,,
1095,"London, ON",Canada,42.9849,-81.2453,1/28/20 18:00,,,
1096,,Italy,41.8719,12.5674,1/28/20 18:00,,,
1097,,UK,55.3781,-3.4360000000000004,1/28/20 18:00,,,
1098,,Russia,61.524,105.3188,1/28/20 18:00,,,
1099,,Sweden,60.1282,18.6435,1/28/20 18:00,,,
1100,"Santa Clara, CA",US,37.3541,-121.9552,1/28/20 18:00,,,
1101,,Spain,40.4637,-3.7492,1/28/20 18:00,,,
1102,South Australia,Australia,-34.9285,138.6007,1/28/20 18:00,,,
1103,"Boston, MA",US,42.3601,-71.0589,1/28/20 18:00,,,
1104,"San Benito, CA",US,36.5761,-120.9876,1/28/20 18:00,,,
1105,,Belgium,50.5039,4.4699,1/28/20 18:00,,,
1106,"Madison, WI",US,43.0731,-89.4012,1/28/20 18:00,,,
1107,Diamond Princess cruise ship,Others,35.4437,129.638,1/28/20 18:00,,,
1108,"San Diego County, CA",US,32.7157,-117.1611,1/28/20 18:00,,,
1109,"San Antonio, TX",US,29.4241,-98.4936,1/28/20 18:00,,,
1110,Anhui,Mainland China,31.82571,117.2264,1/28/20 23:00,152.0,,
1111,Beijing,Mainland China,40.18238,116.4142,1/28/20 23:00,91.0,4.0,1.0
1112,Chongqing,Mainland China,30.05718,107.874,1/28/20 23:00,147.0,1.0,
1113,Fujian,Mainland China,26.07783,117.9895,1/28/20 23:00,82.0,,
1114,Gansu,Mainland China,36.0611,103.8343,1/28/20 23:00,24.0,,
1115,Guangdong,Mainland China,23.33841,113.422,1/28/20 23:00,241.0,5.0,
1116,Guangxi,Mainland China,23.82908,108.7881,1/28/20 23:00,58.0,2.0,
1117,Guizhou,Mainland China,26.81536,106.8748,1/28/20 23:00,9.0,,
1118,Hainan,Mainland China,19.19673,109.7455,1/28/20 23:00,43.0,,1.0
1119,Hebei,Mainland China,38.0428,114.5149,1/28/20 23:00,48.0,,1.0
1120,Heilongjiang,Mainland China,47.862,127.7622,1/28/20 23:00,37.0,,1.0
1121,Henan,Mainland China,33.882020000000004,113.614,1/28/20 23:00,206.0,1.0,2.0
1122,Hubei,Mainland China,30.97564,112.2707,1/28/20 23:00,3554.0,80.0,125.0
1123,Hunan,Mainland China,27.61041,111.7088,1/28/20 23:00,221.0,,
1124,Inner Mongolia,Mainland China,44.09448,113.9456,1/28/20 23:00,16.0,,
1125,Jiangsu,Mainland China,32.97027,119.464,1/28/20 23:00,99.0,1.0,
1126,Jiangxi,Mainland China,27.61401,115.7221,1/28/20 23:00,109.0,3.0,
1127,Jilin,Mainland China,43.66657,126.1917,1/28/20 23:00,9.0,,
1128,Liaoning,Mainland China,41.292840000000005,122.6086,1/28/20 23:00,36.0,,
1129,Ningxia,Mainland China,37.26923,106.1655,1/28/20 23:00,12.0,,
1130,Qinghai,Mainland China,35.65945,96.02564,1/28/20 23:00,6.0,,
1131,Shaanxi,Mainland China,35.19165,108.8701,1/28/20 23:00,56.0,,
1132,Shandong,Mainland China,36.34377,118.1529,1/28/20 23:00,121.0,,
1133,Shanghai,Mainland China,31.20327,121.4554,1/28/20 23:00,80.0,4.0,1.0
1134,Shanxi,Mainland China,37.57769,112.2922,1/28/20 23:00,27.0,,
1135,Sichuan,Mainland China,30.617140000000003,102.7103,1/28/20 23:00,108.0,,
1136,Tianjin,Mainland China,39.29362,117.333,1/28/20 23:00,25.0,,
1137,Tibet,Mainland China,30.1534,88.7879,1/28/20 23:00,,,
1138,Xinjiang,Mainland China,41.11981,85.17822,1/28/20 23:00,13.0,,
1139,Yunnan,Mainland China,24.97411,101.4868,1/28/20 23:00,44.0,,
1140,Zhejiang,Mainland China,29.18251,120.0985,1/28/20 23:00,296.0,3.0,
1141,,Thailand,13.7563,100.5018,1/28/20 23:00,14.0,,
1142,,Japan,35.6762,139.6503,1/28/20 23:00,7.0,,
1143,,South Korea,37.5665,126.978,1/28/20 23:00,4.0,,
1144,Taiwan,Taiwan,23.6978,120.9605,1/28/20 23:00,8.0,,
1145,"Seattle, WA",US,47.7511,-120.74,1/28/20 23:00,1.0,,
1146,"Chicago, IL",US,40.6331,-89.3985,1/28/20 23:00,1.0,,
1147,"Tempe, AZ",US,34.0489,-111.094,1/28/20 23:00,1.0,1.0,
1148,Macau,Macau,22.1987,113.5439,1/28/20 23:00,7.0,5.0,
1149,Hong Kong,Hong Kong,22.3193,114.1694,1/28/20 23:00,8.0,,
1150,,Singapore,1.3521,103.8198,1/28/20 23:00,7.0,,
